username,userdesc,userurl,userpic,userlocation,userfollowing,userfollowers,usertotaltweets,usercreatedts,tweetid,tweetcreatedts,tweetretweetcount,tweetfavcount,tweeturls,tweethashtags,tweetmentions,tweettext,tweettextcleaned,sentic_polarity,sentic_concept
harris0404,Between Science and Superstition. Warwick Economics. Views are strictly my own,https://t.co/fyuAulW3tf,https://pbs.twimg.com/profile_images/552854470783008768/43yd3RH__normal.jpeg,"Warwick, England",216,344,5830,2012-09-16 18:41:27,1499624738255032320,2022-03-04 05:56:13,0,1,,,['@aaimaner'],"@aaimaner near term outlook is that yield is gonna take a hit, geopolitical tail risks are red hot and not fully priced in. Risks to view : surprise rate hikes on back of rising inflation.","near term outlook is that yield is gonna take a hit, geopolitical tail risks are red hot and not fully priced in. Risks to view  surprise rate hikes on back of rising inflation.",POSITIVE,"['view', 'red hot', 'near term', 'rising inflation', 'outlook', 'yield', 'hit', 'geopolitical', 'rate', 'hike']"
GregCrennan,Social entrepreneur specializing in wealth preservation through investments to help protect people from out-of-control central bankers so you can enjoy life!,https://t.co/TidhqdsBGh,https://pbs.twimg.com/profile_images/1358435017882443778/pRgvIn8T_normal.jpg,Wine Country ,1596,3804,73866,2020-03-23 04:22:58,1499615890672738310,2022-03-04 05:21:04,0,0,,,['@VXO150'],@VXO150 Don’t worry own #bonds with a 1.8% yield with real #inflation at 13% lol,Dont worry own bonds with a 1.8% yield with real inflation at 13% lol,POSITIVE,"[NOT 'worry', 'yield', 'real', 'inflation', 'lol']"
Ashdumby,🦆,,https://pbs.twimg.com/profile_images/1498620268553859072/Z6ek5owt_normal.jpg,,161,49,2580,2009-06-18 01:48:15,1499599823619899394,2022-03-04 04:17:13,0,0,,,['@ComradeEva1917'],"@ComradeEva1917 When inflation reverses &amp; eventually leads to deflation through recession &amp; business/household balance sheet capitulation, holding cash suddenly becomes yield producing as the assets the currency buys becomes less demanded. It suddenly becomes profitable to hold cash.","When inflation reverses &amp; eventually leads to deflation through recession &amp; business/household balance sheet capitulation, holding cash suddenly becomes yield producing as the assets the currency buys becomes less demanded. It suddenly becomes profitable to hold cash.",NEGATIVE,"['inflation', 'reverse']"
Ashdumby,🦆,,https://pbs.twimg.com/profile_images/1498620268553859072/Z6ek5owt_normal.jpg,,161,49,2580,2009-06-18 01:48:15,1499594918276526083,2022-03-04 03:57:44,0,1,,,['@ComradeEva1917'],"@ComradeEva1917 If inflation continues due to shortages &amp; people's assets become trapped in a negative feedback loop of selling from a swarm of yield seeking liquidity  then what usually sells first is shit people don't need, junk bonds/stocks, crypto, shitco's, &amp; eventually gold.","If inflation continues due to shortages &amp; people's assets become trapped in a negative feedback loop of selling from a swarm of yield seeking liquidity then what usually sells first is shit people don't need, junk bonds/stocks, crypto, shitco's, &amp; eventually gold.",NEGATIVE,"['inflation', 'continue', 'shortage']"
ThetaTendies,All this polo on I got horse power | #thetapilled |https://t.co/7omg7TlOKu,https://t.co/RoPK7gYd6b,https://pbs.twimg.com/profile_images/1496530588135669762/aQ_SGaYH_normal.jpg,Survivor Island,796,20322,33549,2020-01-05 16:53:40,1499588386604023808,2022-03-04 03:31:47,0,10,,,['@buyerofblood'],"@buyerofblood Based on the yield curve it seems likely we go into a recession within next couple years. 

So they gotta act fast and get inflation under control before that recession happens so that they can print again.",Based on the yield curve it seems likely we go into a recession within next couple years. So they gotta act fast and get inflation under control before that recession happens so that they can print again.,NEGATIVE,"['yield', 'curvey', 'recession', 'within', 'act', 'fast', 'inflation', NOT 'control', 'hap', 'print']"
MitradeOfficial,"Mitrade is a global #CFD provider offering online trading on #forex, #shares, #cryptos, gold, oil, and indices. Follow us for the latest market news & updates.",https://t.co/MeLnQ5yMZn,https://pbs.twimg.com/profile_images/1186476110717964288/6e0bDYQg_normal.jpg,Global,187,1651,1567,2019-05-13 02:36:55,1499582270411538433,2022-03-04 03:07:28,0,0,"['https://t.co/bigZcG2NCq', 'https://t.co/VjcMPi67JS']",,,"Today's forex news: Markets are optimistic, pushing high-yield assets higher

EUR/USD⬇️
GBP/USD⬇️
AUD/USD⬇️
USD/CAD⬆️
XAU⬆️
WTI⬆️
#Mitrade #Russia #YieldCurve #Inflation #Gold  #FXNEWS
📱 Monitor the markets in real time and seize trading opportunities: https://t.co/bigZcG2NCq https://t.co/VjcMPi67JS","Today's forex news Markets are optimistic, pushing high-yield assets higher EUR/USD GBP/USD AUD/USD USD/CAD XAU WTI Mitrade Russia YieldCurve Inflation Gold FXNEWS Monitor the markets in real time and seize trading opportunities",NEGATIVE,"['optimistic', 'pushing', 'yield', 'asset', 'inflation', 'gold', 'monitory', 'real', 'time', 'seize']"
BusinessMirror,A broader look at today’s business,https://t.co/G99G5w94dx,https://pbs.twimg.com/profile_images/1350976006975324163/jFvUTK4Z_normal.jpg,"Makati, Philippines",448,41627,93660,2008-11-26 07:21:02,1499581506137718789,2022-03-04 03:04:26,0,2,['https://t.co/hGGIjJTxff'],,,"The national government says increasing food production by helping farmers while importing to fill in the gaps will help ensure that inflation remains manageable as commodity prices rise amid hostilities in Eastern Europe.

https://t.co/hGGIjJTxff",The national government says increasing food production by helping farmers while importing to fill in the gaps will help ensure that inflation remains manageable as commodity prices rise amid hostilities in Eastern Europe.,POSITIVE,"['food', 'commodity', 'govern', 'production', 'help', 'farmer', 'import', 'fill', 'gape', 'ensure', 'inflation', 'remain', 'manageable', 'rise', 'amid', 'hostility']"
psetoday,Philippine Stock Exchange News Feed - PSE Today! #PSETODAY,https://t.co/SQX1c9M21a,https://pbs.twimg.com/profile_images/1330002209052889088/S51-FcGP_normal.jpg,Philippines,1,921,16075,2017-03-13 02:19:56,1499580477694488577,2022-03-04 03:00:21,0,0,"['https://t.co/EU6a3RevPk', 'https://t.co/0A1IEe4X85']",,,"$PSEI - Inflation at 3% in February; govt focuses on hiking local food yield https://t.co/EU6a3RevPk

https://t.co/0A1IEe4X85 #PSETODAY #PSEI #Philippines",$PSEI - Inflation at 3% in February; govt focuses on hiking local food yield PSETODAY PSEI Philippines,NEGATIVE,['inflation']
CryptoPhil0s0fr,69th CEO of the Scirpion DAO #lunatic 🌒🌓🌔🌕🌖🌗🌘 KDA ⛓ kadena kong,,https://pbs.twimg.com/profile_images/1495028173825843205/o2mJGcgv_normal.jpg,The moon,315,290,818,2022-01-09 14:42:10,1499573636092547089,2022-03-04 02:33:10,0,2,,,['@TheRyanLion'],@TheRyanLion #btc is a rug?? Knew it. BTC utility pales in comparison to #xrp and #ada. Have you heard they give you yield that doesn’t even match inflation?!? Incredible! #LUNAtics,btc is a rug?? Knew it. BTC utility pales in comparison to xrp and ada. Have you heard they give you yield that doesnt even match inflation?!? Incredible! LUNAtics,POSITIVE,"['rug', 'utility', 'pale', 'give', 'yield', NOT 'match', 'inflation', 'incredible', 'lunatic']"
DigitalAssetUpd,Official Twitter for https://t.co/bcy6jxhZXq,https://t.co/WmwHB0d3Qz,https://pbs.twimg.com/profile_images/1432513803862818820/Qe2NDW87_normal.jpg,Florida,588,547,17239,2018-10-31 13:15:11,1499565692198215684,2022-03-04 02:01:36,0,0,,,"['@Elex_Michaelson', '@CelsiusNetwork', '@Mashinsky', '@FOXLA']","@Elex_Michaelson @CelsiusNetwork @Mashinsky @FOXLA I've been using Celsius for over a year and absolutely love it! Makes crypto easy for Average Joe's like me. Don't need to worry about when to sell, I get rewards every Monday.

My ""High Yield Savings"" account is the scam, and #inflation is knockout punch.","I've been using Celsius for over a year and absolutely love it! Makes crypto easy for Average Joe's like me. Don't need to worry about when to sell, I get rewards every Monday. My ""High Yield Savings"" account is the scam, and inflation is knockout punch.",NEGATIVE,"['worry about', 'knockout punch', 'love', 'easy', 'average', 'joey', 'sell', 'rewards', 'yield', 'savings', 'scam', 'inflation']"
BlackbeardRR,"Macro Research | Micro Research | Technical Analysis

Ideas are my own. Nothing I say is advice. RTs are not endorsements. Please do your own research.",https://t.co/vlmiAHXVu7,https://pbs.twimg.com/profile_images/1307835053775507458/izQmTbFj_normal.jpg,,125,5581,10043,2018-12-22 17:39:25,1499553150822408197,2022-03-04 01:11:46,0,8,,,,"3) Volatility suppression mechanism failing across the risk complex.  Inflation vol up, yield vol up, CS vol up, equity vol up.  $IXIC has traded in a &gt; 1% range EVERY DAY THIS YEAR.

4) Capital rotating out of tech and junk and flying into resources.

3/4","3) Volatility suppression mechanism failing across the risk complex. Inflation vol up, yield vol up, CS vol up, equity vol up. $IXIC has traded in a &gt; 1% range EVERY DAY THIS YEAR. 4) Capital rotating out of tech and junk and flying into resources. 3/4",NEGATIVE,"['volatility', 'suppression', 'mechanism', 'fail', 'risk', 'complex', 'inflation', 'vole', 'yield', 'equity']"
nickmdenardo,"Entrepreneurial engineer passionate for tech startups. Interest in 3D printing, Materials Science, investing, and startups. BS, MS, Purdue U.",,https://pbs.twimg.com/profile_images/768812838152380416/tRSeFhVv_normal.jpg,"Redwood City, CA",128,24,156,2016-02-05 22:07:29,1499543355348295687,2022-03-04 00:32:50,0,0,,,"['@jimcramer', '@jeffmarkscnbc']","@jimcramer @jeffmarkscnbc Question for your call tomorrow. The last time the 10yr yield went from 2 to 3% in 2018, many growth stocks surged over that time period. Why is Jim so against growth stocks in this rate hike cycle? Inflation?","Question for your call tomorrow. The last time the 10yr yield went from 2 to 3% in 2018, many growth stocks surged over that time period. Why is Jim so against growth stocks in this rate hike cycle? Inflation?",NEGATIVE,"[NOT 'time', 'yield', NOT 'growth', 'stocks', 'surge', 'rate', 'hike', 'cycle', 'inflation']"
BasketballG14,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,14,1,46,2022-02-18 20:28:58,1499519317255147522,2022-03-03 22:57:19,1,0,"['https://t.co/u3b8P46K7I', 'https://t.co/Cmfmjj08Gr']",,,"New active ETF filed

Global X Interest Rate Volatility &amp; Inflation Hedge ETF
Eff May 17

Hedge rising interest rates &amp; inflation; benefit from increased fixed income volatility via TIPS, yield curve spread options tied to shape of US interest rate curve.

https://t.co/u3b8P46K7I https://t.co/Cmfmjj08Gr","New active ETF filed Global X Interest Rate Volatility &amp; Inflation Hedge ETF Eff May 17 Hedge rising interest rates &amp; inflation; benefit from increased fixed income volatility via TIPS, yield curve spread options tied to shape of US interest rate curve.",POSITIVE,"['interest rate volatility', 'new', 'etfe']"
TassleXyz_agg,Go from recording your podcast to posting on Instagram/Twitter/etc. in 30 minutes or less!,https://t.co/41YKoNzpJY,https://pbs.twimg.com/profile_images/1475434812789837829/K6JuScZw_normal.jpg,Try for free ➜,196,920,75337,2021-12-27 05:40:04,1499505005635817472,2022-03-03 22:00:27,7,0,['https://t.co/9CZLMb96ab'],,"['@evan_lorenz', '@GrantsPub']","Debt, inflation &amp; valuation.

My latest interview with Jim Grant and @evan_lorenz from @GrantsPub 

https://t.co/9CZLMb96ab","Debt, inflation &amp; valuation. My latest interview with Jim Grant and from",NEGATIVE,"['debt', 'inflation']"
huffhienz,Here for the satire.,,https://pbs.twimg.com/profile_images/1082850349784821765/iOK1aiGk_normal.jpg,Angola,258,55,2439,2019-01-09 04:03:08,1499499090786275331,2022-03-03 21:36:57,0,0,,,"['@Valuable', '@balajis']","@Valuable @balajis chasing yield meant ""risk on""
PE, VC etc had low barriers to compete against real return. 
Money flowed to anything that moves (up in price)

Now inflation is back - all DCF models have to assume risk free rate &gt;&gt; 0. you 10 bagger has to be 100 bagger to justify risk exposure","chasing yield meant ""risk on"" PE, VC etc had low barriers to compete against real return. Money flowed to anything that moves (up in price) Now inflation is back - all DCF models have to assume risk free rate &gt;&gt; 0. you 10 bagger has to be 100 bagger to justify risk exposure",POSITIVE,"['price', 'risk free', 'risk on', 'yield', NOT 'barrier', NOT 'real', 'turne', 'money', 'flowy', 'inflation', 'models', 'assume', 'rate']"
AptApeArt,"Data analyst, content creator. Known for speaking my mind, and being difficult to keep up with. INTJ-A. Chaotic good. Genius+",https://t.co/cY3bVLHyHm,https://pbs.twimg.com/profile_images/1298161977932554240/a-MH675Y_normal.jpg,"Wisconsin, USA",56,13,512,2020-03-18 17:12:17,1499485888438484996,2022-03-03 20:44:29,18,0,,,,"Powell has his ""whatever it takes"" moment - assuring Congress that he is willing to push the economy into recession to get inflation under control. Yield curve getting flatter and flatter.","Powell has his ""whatever it takes"" moment - assuring Congress that he is willing to push the economy into recession to get inflation under control. Yield curve getting flatter and flatter.",NEGATIVE,"['assuring', 'willing', 'push', 'economy', 'recession', 'inflation', NOT 'control', 'yield', 'curvey', 'flatter']"
LukeGromenn,"Founder & President, Forest for the Trees (FFTT). Author of ""The Mr. X Interviews, Volumes I & II."" RT not endorsements",https://t.co/G9ROtl0r2q,https://pbs.twimg.com/profile_images/1499469250624475142/G2zmDLRi_normal.jpg,,13,1,314,2013-02-18 19:29:13,1499477709151522823,2022-03-03 20:11:59,6,0,,,,2/ I have always thought about my solar panels as a bond portfolio with inflation-adjusting coupons.  The yield should rise over time with electricity prices.  Always seemed like there was a securitization opportunity there for a Wall St bank - “solar panel backed securities.”,2/ I have always thought about my solar panels as a bond portfolio with inflation-adjusting coupons. The yield should rise over time with electricity prices. Always seemed like there was a securitization opportunity there for a Wall St bank - solar panel backed securities.,POSITIVE,"['panel', 'portfolio', 'inflation', 'adjust', 'coupon', 'yield', NOT 'rise', NOT 'time', 'electricity', 'security', 'wall', 'backed']"
HotRockCapital,Full time investor. Focused on deep value micro cap stocks selling below tangible book value. Home of the #20at5percent portfolio. Follow me for bad stock tips.,,https://pbs.twimg.com/profile_images/1364235705552166915/yTzGs_IU_normal.jpg,USA,148,1478,18534,2014-04-08 17:58:45,1499476221717012480,2022-03-03 20:06:04,0,2,['https://t.co/3lT2868d1A'],,,Look at this madness. Who loans money for 30 years at a -5.25% yield? (using the governments 7.5 inflation rate). https://t.co/3lT2868d1A,Look at this madness. Who loans money for 30 years at a -5.25% yield? (using the governments 7.5 inflation rate).,NEGATIVE,"['inflation rate', 'look', 'madness', 'loan', 'money', 'yield', 'govern']"
goldbug1776,"PM’s,mining stocks, uranium, geek",,https://pbs.twimg.com/profile_images/1445922783993778178/1yoKiXWj_normal.jpg,,861,276,6999,2021-07-17 04:07:07,1499472948670996486,2022-03-03 19:53:04,1,0,,,,"Long duration #inflation breakevens are expanding even as the yield curve is increasingly inverted

That’s called #stagflation, not #deflation","Long duration inflation breakevens are expanding even as the yield curve is increasingly inverted Thats called stagflation, not deflation",POSITIVE,"['duration', 'inflation', 'yield', 'curvey', 'stagflation', NOT 'deflation']"
DuceCrypto,"#Celsian #NFT 🦁 LL 🐂 WSB 👩‍🎤 CC 🍬BGK 🐣DFC @splinterlands content #P2E #DCA
Referrals: $CEL 173827c775 💎
Info Only / Not Financial Advice #UnbankYourself",https://t.co/nZLzdt3QLw,https://pbs.twimg.com/profile_images/1460987814116569091/34k9cuob_normal.jpg,BK NY,3216,2047,3419,2019-12-12 06:52:17,1499467437728841728,2022-03-03 19:31:10,0,4,,,['@DarrenP10875246'],"@DarrenP10875246 I prefer to keep my long term savings in $PAXG, the Paxos gold coin instead of any USD denominated stable coins. I feel more comfortable earning 5.5% yield on the gold than the 8.5% yield on USD coins due to inflation. That being said, Paxos underwrites BUSD and GUSD as well.","I prefer to keep my long term savings in $PAXG, the Paxos gold coin instead of any USD denominated stable coins. I feel more comfortable earning 5.5% yield on the gold than the 8.5% yield on USD coins due to inflation. That being said, Paxos underwrites BUSD and GUSD as well.",POSITIVE,"['gold coin', 'prefer', 'savings', NOT 'steady', 'denominate', 'stable', 'coin', 'comfortable', 'earning', 'yield', 'gold', 'inflation', 'underwrite']"
Coeus_Capital,Macro - Volatility - Eastern European,,https://pbs.twimg.com/profile_images/1465179087920631808/vXTc3q-L_normal.jpg,,104,3,66,2021-11-26 20:28:38,1499462240176648192,2022-03-03 19:10:31,0,1,,,['@WizOfOps'],"@WizOfOps I agree, yield curves(eurodollar or ust) should only be used as guideposts. It's the traders job to model credit/PMI/inflation impulses, consumer b/s etc.,  to determine the probabilities to finally ""put the pieces together"".","I agree, yield curves(eurodollar or ust) should only be used as guideposts. It's the traders job to model credit/PMI/inflation impulses, consumer b/s etc., to determine the probabilities to finally ""put the pieces together"".",POSITIVE,"['agree', 'yield', 'trader', 'job', 'model', 'credit', 'inflation', 'impulse', 'consumer', 'determine', 'probability', 'together']"
RMcdonnold,Petroleum engineer. Cyclical trader via rates/sector/style/commodities/currencies,,https://pbs.twimg.com/profile_images/1210377969257996288/JcU5Z3II_normal.jpg,"Midland, TX",2190,796,6338,2019-11-26 19:03:59,1499453979809529860,2022-03-03 18:37:41,0,2,['https://t.co/rMHwB3bGCs'],,,"Deep value energy setting up for final move on high beta rip, 10 yr yield soaring, vol crush

Broad commodities putting in final top as allocators pile into $GSCI after refusal to acknowledge inflation as a risk for almost 2 years https://t.co/rMHwB3bGCs","Deep value energy setting up for final move on high beta rip, 10 yr yield soaring, vol crush Broad commodities putting in final top as allocators pile into $GSCI after refusal to acknowledge inflation as a risk for almost 2 years",POSITIVE,"['setting', 'value', 'energy', 'move', 'high', 'rip', 'yield', 'soaring', 'vole', 'crush', 'top', 'allocate', 'refusal', 'acknowledge', 'inflation', 'risk']"
zeroshorts,"Financial FUDster and part-time economist.
Not investment advice.",,https://pbs.twimg.com/profile_images/937867868749807618/j9Vwa3Th_normal.jpg,,3886,3294,49208,2017-12-04 23:59:54,1499451845776855065,2022-03-03 18:29:13,0,1,['https://t.co/PL9qVxcwGP'],,['@bankofcanada'],"David Rosenberg: @bankofcanada rate hikes will invert the #yieldcurve and ""crush the economy"". 
Note: Canadian yield curve already getting crushed. 30s2s spread down to just 54bps.
https://t.co/PL9qVxcwGP","David Rosenberg rate hikes will invert the yieldcurve and ""crush the economy"". Note Canadian yield curve already getting crushed. 30s2s spread down to just 54bps.",POSITIVE,"['rosenberg', 'rate', 'hike', 'invert', 'crush', 'economy', 'yield', 'curvey', 'crushed', 'spread']"
BrandywineGIM,"We believe in the power of value investing, looking beyond short-term, conventional thinking to pursue long-term value. For important disclosures, visit:",http://t.co/noFJePdl4D,https://pbs.twimg.com/profile_images/544941460617850880/ZpXWOEmI_normal.png,,66,1859,5690,2009-10-21 20:36:10,1499445171007721472,2022-03-03 18:02:41,0,0,"['https://t.co/ZiRbrQcLfD', 'https://t.co/pHoJ6QZsD1']",,,"In the current environment of low yields and high inflation, there are few fixed income options that offer starting yields above expected inflation. U.S. high yield may be one exception: https://t.co/ZiRbrQcLfD https://t.co/pHoJ6QZsD1","In the current environment of low yields and high inflation, there are few fixed income options that offer starting yields above expected inflation. U.S. high yield may be one exception",POSITIVE,"['environment', 'fixed income', NOT 'yield', 'inflation', 'offer', 'expected', 'exception']"
EddyHower,"Whale or delphin.
$CNS $CNR https://t.co/dqiiTRNvoF",,https://pbs.twimg.com/profile_images/1450991334764994560/UqbaO782_normal.jpg,,72,44,3439,2021-10-21 00:51:23,1499436760664789001,2022-03-03 17:29:16,55,0,['https://t.co/nddUh9rb6l'],,"['@Centric_Swap', '@CentricRise']","$Cns = #passiveincome
APY is now sat at 285.84% 😎 Don't forget to convert $CNS to $CNR for yields! 
DYOR !!!
#strong $thor $mcc $bnb $ada $vra $ccc $metis #yield #farming $terra #Nodes #inflation #btc $avax $sol $matic @Centric_Swap @CentricRise https://t.co/nddUh9rb6l",$Cns = passiveincome APY is now sat at 285.84% Don't forget to convert $CNS to $CNR for yields! DYOR !!! strong $thor $mcc $bnb $ada $vra $ccc $metis yield farming $terra Nodes inflation btc $avax $sol $matic,POSITIVE,"['forget', 'yield', 'strong', 'terra', 'inflation', 'mate']"
rehacks_,"Sharing how I rapidly acquired 30 rental properties in ~1 yr with a W2 job to get financially free. Mckinsey | Techstars alum.

Community: https://t.co/ysP7e8UtRc",https://t.co/tbzjAc8JcE,https://pbs.twimg.com/profile_images/1491048851658231814/glaSaLEk_normal.jpg,,54,30782,885,2021-06-06 13:51:03,1499430140408827905,2022-03-03 17:02:58,1,2,,,,"My take:

The net sum is positive, considering both the advantages and drawbacks of inflation.

Here is I reformed my strategy:

- Be diligent in raising rents 
- Make timely exits when the overall return on equity starts to yield lower than the initial return on investment.","My take The net sum is positive, considering both the advantages and drawbacks of inflation. Here is I reformed my strategy - Be diligent in raising rents - Make timely exits when the overall return on equity starts to yield lower than the initial return on investment.",POSITIVE,"['sum', 'positive', 'consider', 'drawback', 'inflation', 'strategy', 'diligent', 'raising', 'rents', 'make', 'timely', 'exit', NOT 'turne', 'equity', 'yield', 'lower', 'investment']"
0xtelperion,$LUNA,,https://pbs.twimg.com/profile_images/1492250144452005892/OrvgvT1T_normal.jpg,,221,54,379,2021-10-07 16:29:04,1499427597901467649,2022-03-03 16:52:52,0,0,,,,"FUD 1.1: ""Ok, so that means inflation also impacts UST""

Wrogh (partially right, but closer to wrong). Terra offsets inflation rates through:

-High staking yield on $LUNA (~8-10%) and reliable yield on $UST (~19.4% currently), both of which outpace current inflation rates","FUD 1.1 ""Ok, so that means inflation also impacts UST"" Wrogh (partially right, but closer to wrong). Terra offsets inflation rates through -High staking yield on $LUNA (~8-10%) and reliable yield on $UST (~19.4% currently), both of which outpace current inflation rates",POSITIVE,"['inflation rate', 'ok', 'inflation', 'impact', 'partially', 'closer', 'wrong', 'terra', 'stake', 'yield', 'reliable', 'outpace']"
JohnPetrozzi,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,478,22,452,2013-11-11 19:37:29,1499427489789136902,2022-03-03 16:52:26,0,0,,,"['@traderDanielle', '@traderTVLIVE']","@traderDanielle @traderTVLIVE I know you know 

Powell has his ""whatever it takes"" Paul Volker moment - assuring Congress that he is willing to push the economy into recession to get inflation under control. Yield curve getting flatter and flatter.","I know you know Powell has his ""whatever it takes"" Paul Volker moment - assuring Congress that he is willing to push the economy into recession to get inflation under control. Yield curve getting flatter and flatter.",NEGATIVE,"['volker', 'assuring', 'willing', 'push', 'economy', 'recession', 'inflation', NOT 'control', 'yield', 'curvey', 'flatter']"
JohnPetrozzi,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,478,22,452,2013-11-11 19:37:29,1499426704011497478,2022-03-03 16:49:18,0,0,,,['@ronmortgageguy'],"@ronmortgageguy Powell has his ""whatever it takes"" Paul Volker moment - assuring Congress that he is willing to push the economy into recession to get inflation under control. Yield curve getting flatter and flatter.","Powell has his ""whatever it takes"" Paul Volker moment - assuring Congress that he is willing to push the economy into recession to get inflation under control. Yield curve getting flatter and flatter.",NEGATIVE,"['volker', 'assuring', 'willing', 'push', 'economy', 'recession', 'inflation', NOT 'control', 'yield', 'curvey', 'flatter']"
muinlyreol,"Engage the mind and soul with classic quotations featuring authors from the ages, with wit, wisdom, and words that inspire.",,https://pbs.twimg.com/profile_images/1467911733230460934/GSe1IKcZ_normal.jpg,New York,409,21,2795,2020-04-23 17:08:43,1499414550915002368,2022-03-03 16:01:01,0,0,,,"['@pangolindex', '@baklavaspace']","@pangolindex @baklavaspace In Yield Farming programs, when they mint the tokens it simply causes inflation and devaluation of tokens. How Baklava Space will resolve this problem so that the value of token consistently rises? By what method will you reduce the inflation?","In Yield Farming programs, when they mint the tokens it simply causes inflation and devaluation of tokens. How Baklava Space will resolve this problem so that the value of token consistently rises? By what method will you reduce the inflation?",NEGATIVE,"['yield', 'token', 'simple', 'inflation', 'devaluation', 'space', 'resolve', 'problem', 'value', 'consistently', 'rises', 'method', 'reduce']"
hangobaba,"Aspiring full-time trader & independent financial adviser. Official intern @TikTokInvestors ⚠️No advise, do your own research.",,https://pbs.twimg.com/profile_images/1458681097546514432/KjXZ5B72_normal.jpg,,55,53,839,2020-12-30 08:50:43,1499412651889283079,2022-03-03 15:53:28,0,1,,,['@SheTalksFinance'],"@SheTalksFinance On a serious note: with Treasuries being a bad investment choice given the high inflation, low interest rate environment what low risk, inflation offsetting/low yield alternative is there?","On a serious note with Treasuries being a bad investment choice given the high inflation, low interest rate environment what low risk, inflation offsetting/low yield alternative is there?",POSITIVE,"['environment', NOT 'interest rate environment', 'serious', 'treasure', 'bad', 'investment', 'choice', 'inflation', NOT 'risk', NOT 'yield', 'alternative']"
MeKatSand,Minority owned business. Certified VA Loan Agent. Senior specialist. Harley rider. #Kentucky #SouthernIndiana  #Realtor #VAloans #Harley #motorcycles,https://t.co/tG9QFP8GgF,https://pbs.twimg.com/profile_images/1488678951518146566/V9dP4F3C_normal.jpg,Kentucky & Indiana,1207,1280,15491,2010-08-27 14:04:26,1499411513790148611,2022-03-03 15:48:57,0,0,['https://t.co/Wi5yU6W2UQ'],,,"Following the trend of the 10-year Treasury yield, mortgage rates dropped slightly this week. However, due to expectations of even higher inflation, mortgage rates will continue upward. https://t.co/Wi5yU6W2UQ)","Following the trend of the 10-year Treasury yield, mortgage rates dropped slightly this week. However, due to expectations of even higher inflation, mortgage rates will continue upward. )",POSITIVE,"['follow', 'treasury', 'yield', 'mortgage', 'rate', 'dropped', 'expectation', 'inflation', 'continue', 'upward']"
Soppeez,"“Define success on your own terms, achieve it by your own rules, and build a life you’re proud to live.”",,https://pbs.twimg.com/profile_images/1467909850726383616/Royxf81h_normal.png,New York,357,11,2593,2020-04-23 09:50:14,1499410460784873472,2022-03-03 15:44:46,0,0,,,"['@pangolindex', '@baklavaspace']","@pangolindex @baklavaspace Yield Farming has provided an avenue to help individuals increase their profits. Token inflation however, will start to happen in the near future so what do you think the impact of this will be to Baklava? Will this avenue for profit be degraded in this year?","Yield Farming has provided an avenue to help individuals increase their profits. Token inflation however, will start to happen in the near future so what do you think the impact of this will be to Baklava? Will this avenue for profit be degraded in this year?",POSITIVE,"['yield', 'provide', 'avenue', 'help', 'individual', 'increase', 'profit', 'token', 'inflation', 'hap', 'impact', 'degraded']"
grumpyoldmale1,"political left, grumpy by age.  If you're rude or an idiot, you're muted. Retweets are for interest only. No DMs answered.🇺🇦",,https://pbs.twimg.com/profile_images/965584751104061440/J1X_JZZW_normal.jpg,"England, United Kingdom  🇬🇧 ",4733,1977,119767,2016-08-15 14:55:50,1499407950544314369,2022-03-03 15:34:47,26,0,['https://t.co/BViS6AL5dl'],,['@TheTerminal'],"Russia-Ukraine conflict could push Turkish inflation even higher through rising energy and food prices. Lower tourism revenues could yield a weaker lira and further inflation.

Read more of our analysis on the impact on Turkish inflation on @TheTerminal. https://t.co/BViS6AL5dl",Russia-Ukraine conflict could push Turkish inflation even higher through rising energy and food prices. Lower tourism revenues could yield a weaker lira and further inflation. Read more of our analysis on the impact on Turkish inflation on .,NEGATIVE,"['food', 'impact on', 'conflict', 'push', 'inflation', 'rising', 'energy', 'lower', 'tourism', 'revenue', 'yield', 'weaker', 'lira', 'analysis']"
_LuigiMarino,"Electronic Trading Specialist & Investor.
I talk about #Stocks #RealEstate #Crypto #NFTs. 
Passionate about new technologies. Computer Engineering background.",https://t.co/isQR3PjY0e,https://pbs.twimg.com/profile_images/1471839157790126081/CGbBdjp0_normal.jpg,"London, England",359,69,342,2011-04-13 12:10:04,1499403813987536900,2022-03-03 15:18:21,0,0,,,,"7 reasons to invest in real estate:

(1) Tax advantages
(2) Monthly cash flows
(3) Hedge against inflation
(4) Acquire equity through leverage
(5) Secure additional capital (low risk)
(6) Profit from appreciation in property value
(7) To achieve overall higher investment yield",7 reasons to invest in real estate (1) Tax advantages (2) Monthly cash flows (3) Hedge against inflation (4) Acquire equity through leverage (5) Secure additional capital (low risk) (6) Profit from appreciation in property value (7) To achieve overall higher investment yield,POSITIVE,"['invest', 'real', 'monthly', 'cash', 'hedge', NOT 'inflation', 'acquire', 'equity', 'leverage', 'secure', 'additional', 'capital', NOT 'risk', 'profit', 'appreciation', 'property', 'value', 'achieve', 'investment', 'yield']"
